"행정구역","2021년01월_계_총인구수","2021년01월_계_연령구간인구수","2021년01월_계_0~9세","2021년01월_계_10~19세","2021년01월_계_20~29세","2021년01월_계_30~39세","2021년01월_계_40~49세","2021년01월_계_50~59세","2021년01월_계_60~69세","2021년01월_계_70~79세","2021년01월_계_80~89세","2021년01월_계_90~99세","2021년01월_계_100세 이상","2021년01월_남_총인구수","2021년01월_남_연령구간인구수","2021년01월_남_0~9세","2021년01월_남_10~19세","2021년01월_남_20~29세","2021년01월_남_30~39세","2021년01월_남_40~49세","2021년01월_남_50~59세","2021년01월_남_60~69세","2021년01월_남_70~79세","2021년01월_남_80~89세","2021년01월_남_90~99세","2021년01월_남_100세 이상","2021년01월_여_총인구수","2021년01월_여_연령구간인구수","2021년01월_여_0~9세","2021년01월_여_10~19세","2021년01월_여_20~29세","2021년01월_여_30~39세","2021년01월_여_40~49세","2021년01월_여_50~59세","2021년01월_여_60~69세","2021년01월_여_70~79세","2021년01월_여_80~89세","2021년01월_여_90~99세","2021년01월_여_100세 이상","2021년02월_계_총인구수","2021년02월_계_연령구간인구수","2021년02월_계_0~9세","2021년02월_계_10~19세","2021년02월_계_20~29세","2021년02월_계_30~39세","2021년02월_계_40~49세","2021년02월_계_50~59세","2021년02월_계_60~69세","2021년02월_계_70~79세","2021년02월_계_80~89세","2021년02월_계_90~99세","2021년02월_계_100세 이상","2021년02월_남_총인구수","2021년02월_남_연령구간인구수","2021년02월_남_0~9세","2021년02월_남_10~19세","2021년02월_남_20~29세","2021년02월_남_30~39세","2021년02월_남_40~49세","2021년02월_남_50~59세","2021년02월_남_60~69세","2021년02월_남_70~79세","2021년02월_남_80~89세","2021년02월_남_90~99세","2021년02월_남_100세 이상","2021년02월_여_총인구수","2021년02월_여_연령구간인구수","2021년02월_여_0~9세","2021년02월_여_10~19세","2021년02월_여_20~29세","2021년02월_여_30~39세","2021년02월_여_40~49세","2021년02월_여_50~59세","2021년02월_여_60~69세","2021년02월_여_70~79세","2021년02월_여_80~89세","2021년02월_여_90~99세","2021년02월_여_100세 이상","2021년03월_계_총인구수","2021년03월_계_연령구간인구수","2021년03월_계_0~9세","2021년03월_계_10~19세","2021년03월_계_20~29세","2021년03월_계_30~39세","2021년03월_계_40~49세","2021년03월_계_50~59세","2021년03월_계_60~69세","2021년03월_계_70~79세","2021년03월_계_80~89세","2021년03월_계_90~99세","2021년03월_계_100세 이상","2021년03월_남_총인구수","2021년03월_남_연령구간인구수","2021년03월_남_0~9세","2021년03월_남_10~19세","2021년03월_남_20~29세","2021년03월_남_30~39세","2021년03월_남_40~49세","2021년03월_남_50~59세","2021년03월_남_60~69세","2021년03월_남_70~79세","2021년03월_남_80~89세","2021년03월_남_90~99세","2021년03월_남_100세 이상","2021년03월_여_총인구수","2021년03월_여_연령구간인구수","2021년03월_여_0~9세","2021년03월_여_10~19세","2021년03월_여_20~29세","2021년03월_여_30~39세","2021년03월_여_40~49세","2021년03월_여_50~59세","2021년03월_여_60~69세","2021년03월_여_70~79세","2021년03월_여_80~89세","2021년03월_여_90~99세","2021년03월_여_100세 이상","2021년04월_계_총인구수","2021년04월_계_연령구간인구수","2021년04월_계_0~9세","2021년04월_계_10~19세","2021년04월_계_20~29세","2021년04월_계_30~39세","2021년04월_계_40~49세","2021년04월_계_50~59세","2021년04월_계_60~69세","2021년04월_계_70~79세","2021년04월_계_80~89세","2021년04월_계_90~99세","2021년04월_계_100세 이상","2021년04월_남_총인구수","2021년04월_남_연령구간인구수","2021년04월_남_0~9세","2021년04월_남_10~19세","2021년04월_남_20~29세","2021년04월_남_30~39세","2021년04월_남_40~49세","2021년04월_남_50~59세","2021년04월_남_60~69세","2021년04월_남_70~79세","2021년04월_남_80~89세","2021년04월_남_90~99세","2021년04월_남_100세 이상","2021년04월_여_총인구수","2021년04월_여_연령구간인구수","2021년04월_여_0~9세","2021년04월_여_10~19세","2021년04월_여_20~29세","2021년04월_여_30~39세","2021년04월_여_40~49세","2021년04월_여_50~59세","2021년04월_여_60~69세","2021년04월_여_70~79세","2021년04월_여_80~89세","2021년04월_여_90~99세","2021년04월_여_100세 이상","2021년05월_계_총인구수","2021년05월_계_연령구간인구수","2021년05월_계_0~9세","2021년05월_계_10~19세","2021년05월_계_20~29세","2021년05월_계_30~39세","2021년05월_계_40~49세","2021년05월_계_50~59세","2021년05월_계_60~69세","2021년05월_계_70~79세","2021년05월_계_80~89세","2021년05월_계_90~99세","2021년05월_계_100세 이상","2021년05월_남_총인구수","2021년05월_남_연령구간인구수","2021년05월_남_0~9세","2021년05월_남_10~19세","2021년05월_남_20~29세","2021년05월_남_30~39세","2021년05월_남_40~49세","2021년05월_남_50~59세","2021년05월_남_60~69세","2021년05월_남_70~79세","2021년05월_남_80~89세","2021년05월_남_90~99세","2021년05월_남_100세 이상","2021년05월_여_총인구수","2021년05월_여_연령구간인구수","2021년05월_여_0~9세","2021년05월_여_10~19세","2021년05월_여_20~29세","2021년05월_여_30~39세","2021년05월_여_40~49세","2021년05월_여_50~59세","2021년05월_여_60~69세","2021년05월_여_70~79세","2021년05월_여_80~89세","2021년05월_여_90~99세","2021년05월_여_100세 이상","2021년06월_계_총인구수","2021년06월_계_연령구간인구수","2021년06월_계_0~9세","2021년06월_계_10~19세","2021년06월_계_20~29세","2021년06월_계_30~39세","2021년06월_계_40~49세","2021년06월_계_50~59세","2021년06월_계_60~69세","2021년06월_계_70~79세","2021년06월_계_80~89세","2021년06월_계_90~99세","2021년06월_계_100세 이상","2021년06월_남_총인구수","2021년06월_남_연령구간인구수","2021년06월_남_0~9세","2021년06월_남_10~19세","2021년06월_남_20~29세","2021년06월_남_30~39세","2021년06월_남_40~49세","2021년06월_남_50~59세","2021년06월_남_60~69세","2021년06월_남_70~79세","2021년06월_남_80~89세","2021년06월_남_90~99세","2021년06월_남_100세 이상","2021년06월_여_총인구수","2021년06월_여_연령구간인구수","2021년06월_여_0~9세","2021년06월_여_10~19세","2021년06월_여_20~29세","2021년06월_여_30~39세","2021년06월_여_40~49세","2021년06월_여_50~59세","2021년06월_여_60~69세","2021년06월_여_70~79세","2021년06월_여_80~89세","2021년06월_여_90~99세","2021년06월_여_100세 이상"
"경기도 경기도 용인시 처인구 (4146100000)","257,773","257,773","21,080","24,731","34,485","33,964","43,651","43,343","31,715","16,083","7,463","1,176","82","132,112","132,112","10,776","12,859","18,720","18,026","22,962","22,384","15,958","7,430","2,720","263","14","125,661","125,661","10,304","11,872","15,765","15,938","20,689","20,959","15,757","8,653","4,743","913","68","258,065","258,065","21,005","24,635","34,453","33,939","43,621","43,449","32,033","16,140","7,515","1,192","83","132,193","132,193","10,730","12,772","18,673","18,030","22,944","22,421","16,135","7,463","2,744","266","15","125,872","125,872","10,275","11,863","15,780","15,909","20,677","21,028","15,898","8,677","4,771","926","68","258,130","258,130","20,967","24,645","34,491","33,928","43,478","43,434","32,352","16,084","7,522","1,185","44","132,245","132,245","10,697","12,755","18,709","18,039","22,894","22,405","16,303","7,436","2,738","260","9","125,885","125,885","10,270","11,890","15,782","15,889","20,584","21,029","16,049","8,648","4,784","925","35","259,445","259,445","20,867","25,498","34,618","33,932","43,492","43,455","32,668","16,110","7,570","1,191","44","133,193","133,193","10,649","13,442","18,772","18,038","22,909","22,440","16,472","7,450","2,749","263","9","126,252","126,252","10,218","12,056","15,846","15,894","20,583","21,015","16,196","8,660","4,821","928","35","260,398","260,398","20,809","25,977","34,773","33,874","43,497","43,514","32,964","16,123","7,635","1,188","44","133,761","133,761","10,614","13,761","18,869","17,975","22,937","22,460","16,636","7,453","2,785","262","9","126,637","126,637","10,195","12,216","15,904","15,899","20,560","21,054","16,328","8,670","4,850","926","35","260,877","260,877","20,710","26,133","34,770","33,810","43,590","43,506","33,303","16,155","7,661","1,196","43","134,045","134,045","10,564","13,838","18,901","17,954","22,961","22,480","16,802","7,472","2,801","263","9","126,832","126,832","10,146","12,295","15,869","15,856","20,629","21,026","16,501","8,683","4,860","933","34"
"경기도 경기도 용인시 기흥구 (4146300000)","440,940","440,940","42,435","50,790","57,003","59,161","83,722","66,986","41,485","26,371","11,224","1,689","74","217,700","217,700","21,743","26,090","29,526","28,953","41,051","33,832","19,380","11,877","4,752","479","17","223,240","223,240","20,692","24,700","27,477","30,208","42,671","33,154","22,105","14,494","6,472","1,210","57","440,649","440,649","42,091","50,693","56,956","58,769","83,696","67,233","41,696","26,386","11,352","1,704","73","217,511","217,511","21,592","26,006","29,510","28,755","41,021","33,944","19,513","11,863","4,806","483","18","223,138","223,138","20,499","24,687","27,446","30,014","42,675","33,289","22,183","14,523","6,546","1,221","55","440,164","440,164","41,852","50,505","57,075","58,493","83,226","67,400","42,010","26,396","11,449","1,693","65","217,273","217,273","21,492","25,927","29,559","28,640","40,740","34,041","19,687","11,843","4,855","476","13","222,891","222,891","20,360","24,578","27,516","29,853","42,486","33,359","22,323","14,553","6,594","1,217","52","439,922","439,922","41,611","50,442","56,935","58,322","83,102","67,537","42,300","26,375","11,516","1,716","66","217,098","217,098","21,362","25,893","29,515","28,530","40,647","34,106","19,827","11,831","4,892","482","13","222,824","222,824","20,249","24,549","27,420","29,792","42,455","33,431","22,473","14,544","6,624","1,234","53","439,953","439,953","41,382","50,433","56,978","58,113","82,880","67,886","42,517","26,383","11,604","1,715","62","217,184","217,184","21,259","25,874","29,644","28,409","40,509","34,268","19,969","11,820","4,943","477","12","222,769","222,769","20,123","24,559","27,334","29,704","42,371","33,618","22,548","14,563","6,661","1,238","50","439,791","439,791","41,140","50,432","56,930","57,815","82,847","67,924","42,857","26,346","11,705","1,731","64","217,094","217,094","21,151","25,873","29,607","28,271","40,497","34,277","20,147","11,784","4,993","483","11","222,697","222,697","19,989","24,559","27,323","29,544","42,350","33,647","22,710","14,562","6,712","1,248","53"
"경기도 경기도 용인시 수지구 (4146500000)","376,332","376,332","36,569","45,557","46,496","51,625","72,548","55,377","33,944","23,403","9,416","1,344","53","183,410","183,410","18,623","23,185","23,231","24,464","34,734","28,078","15,786","10,679","4,234","389","7","192,922","192,922","17,946","22,372","23,265","27,161","37,814","27,299","18,158","12,724","5,182","955","46","377,204","377,204","36,702","45,547","46,491","51,533","72,679","55,712","34,225","23,409","9,488","1,359","59","183,900","183,900","18,713","23,188","23,284","24,399","34,804","28,248","15,937","10,656","4,271","391","9","193,304","193,304","17,989","22,359","23,207","27,134","37,875","27,464","18,288","12,753","5,217","968","50","377,127","377,127","36,455","45,511","46,584","51,427","72,502","55,898","34,403","23,363","9,572","1,371","41","183,838","183,838","18,572","23,143","23,359","24,370","34,700","28,334","16,032","10,620","4,307","397","4","193,289","193,289","17,883","22,368","23,225","27,057","37,802","27,564","18,371","12,743","5,265","974","37","377,406","377,406","36,350","45,443","46,676","51,367","72,429","56,115","34,561","23,366","9,678","1,378","43","183,947","183,947","18,511","23,127","23,384","24,367","34,639","28,427","16,120","10,608","4,361","398","5","193,459","193,459","17,839","22,316","23,292","27,000","37,790","27,688","18,441","12,758","5,317","980","38","377,350","377,350","36,166","45,416","46,685","51,188","72,300","56,331","34,730","23,333","9,772","1,386","43","183,897","183,897","18,431","23,111","23,387","24,295","34,563","28,525","16,213","10,570","4,399","398","5","193,453","193,453","17,735","22,305","23,298","26,893","37,737","27,806","18,517","12,763","5,373","988","38","377,158","377,158","35,970","45,405","46,627","51,011","72,253","56,447","34,856","23,329","9,831","1,384","45","183,807","183,807","18,326","23,104","23,358","24,254","34,525","28,589","16,267","10,551","4,426","401","6","193,351","193,351","17,644","22,301","23,269","26,757","37,728","27,858","18,589","12,778","5,405","983","39"
"경기도 경기도 파주시 (4148000000)","466,539","466,539","44,064","49,196","56,945","66,931","80,805","73,232","49,918","28,847","14,294","2,108","199","236,488","236,488","22,510","25,303","30,203","35,360","41,419","38,363","24,798","12,703","5,223","546","60","230,051","230,051","21,554","23,893","26,742","31,571","39,386","34,869","25,120","16,144","9,071","1,562","139","467,954","467,954","43,979","49,265","57,011","66,792","81,111","73,693","50,457","28,866","14,461","2,119","200","237,118","237,118","22,454","25,337","30,191","35,318","41,557","38,565","25,100","12,697","5,294","545","60","230,836","230,836","21,525","23,928","26,820","31,474","39,554","35,128","25,357","16,169","9,167","1,574","140","468,501","468,501","43,855","49,305","57,294","66,892","81,012","73,925","50,843","28,721","14,504","2,066","84","237,528","237,528","22,408","25,330","30,404","35,347","41,485","38,709","25,338","12,656","5,303","527","21","230,973","230,973","21,447","23,975","26,890","31,545","39,527","35,216","25,505","16,065","9,201","1,539","63","470,096","470,096","43,744","49,431","57,651","67,016","81,282","74,234","51,267","28,724","14,590","2,081","76","238,389","238,389","22,333","25,402","30,626","35,434","41,596","38,858","25,580","12,669","5,339","532","20","231,707","231,707","21,411","24,029","27,025","31,582","39,686","35,376","25,687","16,055","9,251","1,549","56","471,219","471,219","43,603","49,441","57,809","67,090","81,335","74,542","51,775","28,776","14,682","2,091","75","238,960","238,960","22,275","25,396","30,729","35,451","41,645","38,982","25,855","12,708","5,371","529","19","232,259","232,259","21,328","24,045","27,080","31,639","39,690","35,560","25,920","16,068","9,311","1,562","56","472,260","472,260","43,535","49,467","58,004","67,073","81,503","74,669","52,268","28,757","14,802","2,108","74","239,454","239,454","22,225","25,405","30,868","35,411","41,760","39,057","26,093","12,665","5,420","532","18","232,806","232,806","21,310","24,062","27,136","31,662","39,743","35,612","26,175","16,092","9,382","1,576","56"
"경기도 경기도 이천시 (4150000000)","218,651","218,651","18,689","22,042","30,257","30,540","34,713","35,314","26,185","13,114","6,770","963","64","113,095","113,095","9,653","11,459","17,137","16,372","17,948","18,372","13,369","6,035","2,493","237","20","105,556","105,556","9,036","10,583","13,120","14,168","16,765","16,942","12,816","7,079","4,277","726","44","218,793","218,793","18,612","21,894","30,282","30,475","34,767","35,336","26,423","13,123","6,840","976","65","113,156","113,156","9,629","11,350","17,159","16,345","17,970","18,388","13,490","6,040","2,526","239","20","105,637","105,637","8,983","10,544","13,123","14,130","16,797","16,948","12,933","7,083","4,314","737","45","218,565","218,565","18,515","21,956","30,300","30,378","34,666","35,186","26,686","13,059","6,836","950","33","113,087","113,087","9,583","11,387","17,147","16,320","17,930","18,329","13,641","6,009","2,511","222","8","105,478","105,478","8,932","10,569","13,153","14,058","16,736","16,857","13,045","7,050","4,325","728","25","219,224","219,224","18,422","22,216","30,399","30,408","34,733","35,129","26,978","13,059","6,902","944","34","113,538","113,538","9,535","11,566","17,227","16,365","17,942","18,308","13,808","6,021","2,536","222","8","105,686","105,686","8,887","10,650","13,172","14,043","16,791","16,821","13,170","7,038","4,366","722","26","219,591","219,591","18,358","22,245","30,447","30,395","34,708","35,168","27,282","13,064","6,944","947","33","113,745","113,745","9,490","11,598","17,249","16,357","17,949","18,319","13,983","6,021","2,548","224","7","105,846","105,846","8,868","10,647","13,198","14,038","16,759","16,849","13,299","7,043","4,396","723","26","220,904","220,904","18,306","23,149","30,553","30,434","34,742","35,128","27,552","13,088","6,972","947","33","114,471","114,471","9,460","12,118","17,311","16,377","17,962","18,295","14,125","6,042","2,553","221","7","106,433","106,433","8,846","11,031","13,242","14,057","16,780","16,833","13,427","7,046","4,419","726","26"
"경기도 경기도 안성시 (4155000000)","187,232","187,232","13,973","17,908","22,585","23,084","30,208","31,458","25,574","13,719","7,624","1,044","55","96,474","96,474","7,182","9,306","12,431","12,626","16,118","16,695","12,898","6,280","2,716","211","11","90,758","90,758","6,791","8,602","10,154","10,458","14,090","14,763","12,676","7,439","4,908","833","44","187,488","187,488","13,872","17,885","22,661","22,946","30,275","31,530","25,815","13,743","7,661","1,044","56","96,622","96,622","7,122","9,300","12,479","12,560","16,162","16,709","13,039","6,290","2,738","212","11","90,866","90,866","6,750","8,585","10,182","10,386","14,113","14,821","12,776","7,453","4,923","832","45","187,540","187,540","13,796","17,926","22,743","22,891","30,150","31,452","26,110","13,721","7,668","1,044","39","96,711","96,711","7,094","9,320","12,547","12,520","16,113","16,690","13,202","6,277","2,734","208","6","90,829","90,829","6,702","8,606","10,196","10,371","14,037","14,762","12,908","7,444","4,934","836","33","188,038","188,038","13,707","18,076","22,805","22,887","30,221","31,500","26,342","13,696","7,713","1,053","38","97,025","97,025","7,050","9,442","12,618","12,503","16,154","16,723","13,297","6,279","2,746","207","6","91,013","91,013","6,657","8,634","10,187","10,384","14,067","14,777","13,045","7,417","4,967","846","32","188,704","188,704","13,641","18,270","22,950","22,877","30,252","31,554","26,592","13,719","7,747","1,063","39","97,419","97,419","7,017","9,532","12,712","12,530","16,164","16,755","13,445","6,291","2,754","213","6","91,285","91,285","6,624","8,738","10,238","10,347","14,088","14,799","13,147","7,428","4,993","850","33","189,060","189,060","13,588","18,276","23,053","22,890","30,268","31,532","26,840","13,738","7,759","1,077","39","97,561","97,561","6,986","9,512","12,747","12,557","16,176","16,741","13,561","6,292","2,767","216","6","91,499","91,499","6,602","8,764","10,306","10,333","14,092","14,791","13,279","7,446","4,992","861","33"
"경기도 경기도 김포시 (4157000000)","477,332","477,332","55,468","48,102","52,445","76,728","89,210","67,232","50,063","25,901","10,575","1,533","75","239,165","239,165","28,281","24,514","27,065","37,701","46,467","34,298","24,374","12,081","4,002","362","20","238,167","238,167","27,187","23,588","25,380","39,027","42,743","32,934","25,689","13,820","6,573","1,171","55","479,290","479,290","55,509","48,327","52,542","76,765","89,778","67,587","50,461","25,968","10,718","1,561","74","240,076","240,076","28,279","24,625","27,076","37,704","46,736","34,508","24,562","12,145","4,048","374","19","239,214","239,214","27,230","23,702","25,466","39,061","43,042","33,079","25,899","13,823","6,670","1,187","55","480,275","480,275","55,429","48,432","52,833","76,700","90,022","67,621","50,872","25,999","10,746","1,568","53","240,514","240,514","28,198","24,722","27,181","37,635","46,856","34,553","24,775","12,147","4,063","370","14","239,761","239,761","27,231","23,710","25,652","39,065","43,166","33,068","26,097","13,852","6,683","1,198","39","481,719","481,719","55,329","48,622","53,041","76,664","90,428","67,795","51,319","26,081","10,812","1,578","50","241,239","241,239","28,162","24,796","27,346","37,617","47,020","34,657","24,983","12,180","4,095","372","11","240,480","240,480","27,167","23,826","25,695","39,047","43,408","33,138","26,336","13,901","6,717","1,206","39","482,578","482,578","55,201","48,741","53,055","76,518","90,606","68,056","51,698","26,155","10,904","1,589","55","241,645","241,645","28,131","24,853","27,326","37,568","47,088","34,770","25,171","12,227","4,124","375","12","240,933","240,933","27,070","23,888","25,729","38,950","43,518","33,286","26,527","13,928","6,780","1,214","43","483,642","483,642","55,105","48,942","53,058","76,433","90,977","68,045","52,204","26,222","10,997","1,603","56","242,136","242,136","28,090","24,951","27,330","37,517","47,271","34,768","25,386","12,257","4,174","380","12","241,506","241,506","27,015","23,991","25,728","38,916","43,706","33,277","26,818","13,965","6,823","1,223","44"
"경기도 경기도 화성시 (4159000000)","857,550","857,550","103,916","97,086","104,994","150,827","164,718","116,070","70,875","32,261","14,579","2,105","119","445,135","445,135","53,093","49,603","56,827","78,479","87,822","62,372","36,147","15,071","5,249","436","36","412,415","412,415","50,823","47,483","48,167","72,348","76,896","53,698","34,728","17,190","9,330","1,669","83","859,329","859,329","103,355","97,247","105,426","150,264","165,462","116,634","71,632","32,333","14,715","2,140","121","446,168","446,168","52,783","49,682","57,087","78,247","88,194","62,752","36,513","15,134","5,299","441","36","413,161","413,161","50,572","47,565","48,339","72,017","77,268","53,882","35,119","17,199","9,416","1,699","85","860,865","860,865","103,000","97,518","106,084","149,877","165,873","116,791","72,461","32,284","14,771","2,123","83","447,092","447,092","52,598","49,813","57,574","78,057","88,391","62,862","36,944","15,104","5,300","431","18","413,773","413,773","50,402","47,705","48,510","71,820","77,482","53,929","35,517","17,180","9,471","1,692","65","864,687","864,687","103,071","97,937","106,675","150,419","166,670","117,230","73,311","32,290","14,874","2,130","80","449,184","449,184","52,644","50,022","57,918","78,384","88,836","63,091","37,385","15,099","5,345","443","17","415,503","415,503","50,427","47,915","48,757","72,035","77,834","54,139","35,926","17,191","9,529","1,687","63","867,819","867,819","102,843","98,358","107,105","150,633","167,039","118,063","74,146","32,428","14,990","2,130","84","450,855","450,855","52,584","50,181","58,184","78,496","88,995","63,582","37,807","15,178","5,386","444","18","416,964","416,964","50,259","48,177","48,921","72,137","78,044","54,481","36,339","17,250","9,604","1,686","66","870,361","870,361","102,681","98,682","107,390","150,747","167,704","118,242","75,067","32,550","15,095","2,122","81","452,263","452,263","52,484","50,338","58,367","78,691","89,323","63,649","38,268","15,240","5,448","437","18","418,098","418,098","50,197","48,344","49,023","72,056","78,381","54,593","36,799","17,310","9,647","1,685","63"
"경기도 경기도 광주시 (4161000000)","382,578","382,578","34,957","33,621","45,203","57,679","66,904","63,681","48,609","22,150","8,403","1,267","104","195,548","195,548","17,955","17,183","23,946","30,013","35,375","32,482","24,389","10,685","3,214","279","27","187,030","187,030","17,002","16,438","21,257","27,666","31,529","31,199","24,220","11,465","5,189","988","77","382,835","382,835","34,737","33,575","45,160","57,249","67,085","63,865","49,091","22,224","8,472","1,275","102","195,680","195,680","17,853","17,151","23,945","29,817","35,439","32,592","24,607","10,741","3,225","283","27","187,155","187,155","16,884","16,424","21,215","27,432","31,646","31,273","24,484","11,483","5,247","992","75","383,052","383,052","34,518","33,771","45,155","57,009","67,082","63,845","49,532","22,297","8,534","1,255","54","195,851","195,851","17,755","17,267","23,983","29,690","35,417","32,600","24,812","10,775","3,264","277","11","187,201","187,201","16,763","16,504","21,172","27,319","31,665","31,245","24,720","11,522","5,270","978","43","383,794","383,794","34,362","34,124","45,153","56,776","67,231","63,956","49,924","22,333","8,614","1,267","54","196,185","196,185","17,654","17,465","24,011","29,526","35,506","32,638","25,019","10,782","3,296","277","11","187,609","187,609","16,708","16,659","21,142","27,250","31,725","31,318","24,905","11,551","5,318","990","43","384,306","384,306","34,193","34,119","45,226","56,596","67,299","64,104","50,340","22,373","8,730","1,274","52","196,393","196,393","17,574","17,446","24,011","29,444","35,540","32,737","25,225","10,795","3,339","271","11","187,913","187,913","16,619","16,673","21,215","27,152","31,759","31,367","25,115","11,578","5,391","1,003","41","384,714","384,714","34,034","34,154","45,154","56,436","67,425","64,106","50,824","22,448","8,798","1,282","53","196,588","196,588","17,479","17,460","24,008","29,322","35,606","32,777","25,448","10,842","3,363","271","12","188,126","188,126","16,555","16,694","21,146","27,114","31,819","31,329","25,376","11,606","5,435","1,011","41"
"경기도 경기도 양주시 (4163000000)","231,241","231,241","19,947","24,137","27,498","28,151","39,558","38,204","29,109","16,339","7,193","1,041","64","117,346","117,346","10,158","12,274","14,761","14,541","20,375","20,053","14,627","7,558","2,748","239","12","113,895","113,895","9,789","11,863","12,737","13,610","19,183","18,151","14,482","8,781","4,445","802","52","233,072","233,072","20,200","24,332","27,584","28,411","39,870","38,525","29,377","16,347","7,299","1,066","61","118,218","118,218","10,287","12,365","14,809","14,670","20,498","20,219","14,763","7,567","2,785","243","12","114,854","114,854","9,913","11,967","12,775","13,741","19,372","18,306","14,614","8,780","4,514","823","49","234,181","234,181","20,241","24,407","27,678","28,594","40,017","38,658","29,732","16,375","7,362","1,070","47","118,821","118,821","10,322","12,428","14,848","14,749","20,613","20,297","14,923","7,608","2,793","230","10","115,360","115,360","9,919","11,979","12,830","13,845","19,404","18,361","14,809","8,767","4,569","840","37","234,990","234,990","20,264","24,408","27,806","28,629","40,115","38,764","30,058","16,415","7,406","1,074","51","119,207","119,207","10,335","12,407","14,910","14,766","20,684","20,341","15,081","7,640","2,801","231","11","115,783","115,783","9,929","12,001","12,896","13,863","19,431","18,423","14,977","8,775","4,605","843","40","235,276","235,276","20,211","24,399","27,791","28,624","40,059","38,860","30,320","16,440","7,450","1,075","47","119,349","119,349","10,301","12,426","14,899","14,769","20,645","20,374","15,219","7,664","2,811","231","10","115,927","115,927","9,910","11,973","12,892","13,855","19,414","18,486","15,101","8,776","4,639","844","37","235,394","235,394","20,157","24,361","27,764","28,500","40,060","38,901","30,541","16,446","7,529","1,088","47","119,411","119,411","10,292","12,405","14,886","14,692","20,669","20,381","15,329","7,671","2,839","237","10","115,983","115,983","9,865","11,956","12,878","13,808","19,391","18,520","15,212","8,775","4,690","851","37"
"경기도 경기도 포천시 (4165000000)","147,393","147,393","8,509","12,141","17,895","14,559","20,425","29,147","24,646","12,488","6,520","984","79","77,964","77,964","4,398","6,361","10,358","8,094","11,001","15,981","13,345","5,782","2,381","233","30","69,429","69,429","4,111","5,780","7,537","6,465","9,424","13,166","11,301","6,706","4,139","751","49","147,480","147,480","8,421","12,063","17,934","14,566","20,290","29,143","24,967","12,449","6,578","988","81","78,036","78,036","4,331","6,313","10,399","8,121","10,907","16,019","13,504","5,776","2,402","233","31","69,444","69,444","4,090","5,750","7,535","6,445","9,383","13,124","11,463","6,673","4,176","755","50","147,014","147,014","8,343","11,999","17,919","14,523","20,104","28,995","25,191","12,356","6,599","950","35","77,942","77,942","4,297","6,288","10,399","8,119","10,818","15,981","13,637","5,750","2,415","224","14","69,072","69,072","4,046","5,711","7,520","6,404","9,286","13,014","11,554","6,606","4,184","726","21","147,317","147,317","8,326","11,982","17,932","14,582","20,095","29,012","25,405","12,357","6,635","955","36","78,102","78,102","4,289","6,272","10,426","8,159","10,802","15,973","13,770","5,757","2,411","230","13","69,215","69,215","4,037","5,710","7,506","6,423","9,293","13,039","11,635","6,600","4,224","725","23","147,425","147,425","8,321","11,948","17,910","14,595","20,017","29,012","25,622","12,340","6,671","954","35","78,138","78,138","4,280","6,245","10,398","8,181","10,764","15,956","13,892","5,755","2,424","231","12","69,287","69,287","4,041","5,703","7,512","6,414","9,253","13,056","11,730","6,585","4,247","723","23","147,597","147,597","8,289","11,898","17,938","14,584","19,982","28,989","25,891","12,332","6,694","962","38","78,200","78,200","4,255","6,220","10,403","8,169","10,764","15,935","14,029","5,750","2,424","237","14","69,397","69,397","4,034","5,678","7,535","6,415","9,218","13,054","11,862","6,582","4,270","725","24"
"경기도 경기도 여주시 (4167000000)","112,044","112,044","7,366","9,558","12,225","11,496","16,033","20,132","18,754","10,252","5,333","840","55","56,897","56,897","3,788","4,913","6,707","6,062","8,268","10,569","9,531","4,874","1,973","196","16","55,147","55,147","3,578","4,645","5,518","5,434","7,765","9,563","9,223","5,378","3,360","644","39","112,129","112,129","7,327","9,511","12,223","11,454","15,999","20,159","18,897","10,268","5,381","854","56","56,938","56,938","3,765","4,901","6,701","6,038","8,260","10,563","9,620","4,877","1,997","199","17","55,191","55,191","3,562","4,610","5,522","5,416","7,739","9,596","9,277","5,391","3,384","655","39","111,903","111,903","7,306","9,477","12,193","11,398","15,894","20,079","19,076","10,220","5,383","850","27","56,842","56,842","3,754","4,874","6,683","6,001","8,217","10,518","9,718","4,886","1,991","193","7","55,061","55,061","3,552","4,603","5,510","5,397","7,677","9,561","9,358","5,334","3,392","657","20","111,913","111,913","7,260","9,442","12,166","11,371","15,855","20,063","19,233","10,213","5,426","856","28","56,882","56,882","3,735","4,860","6,671","5,995","8,203","10,515","9,800","4,885","2,016","195","7","55,031","55,031","3,525","4,582","5,495","5,376","7,652","9,548","9,433","5,328","3,410","661","21","111,939","111,939","7,208","9,442","12,143","11,346","15,826","20,049","19,382","10,199","5,461","854","29","56,898","56,898","3,707","4,859","6,654","5,993","8,182","10,526","9,862","4,884","2,028","196","7","55,041","55,041","3,501","4,583","5,489","5,353","7,644","9,523","9,520","5,315","3,433","658","22","112,177","112,177","7,167","9,518","12,200","11,308","15,816","20,018","19,561","10,212","5,487","861","29","57,050","57,050","3,691","4,910","6,683","5,970","8,191","10,498","9,961","4,892","2,049","198","7","55,127","55,127","3,476","4,608","5,517","5,338","7,625","9,520","9,600","5,320","3,438","663","22"
